Code,StationName,Staffed,StationType,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Elevation,Population
JSP,"Jesup, Georgia",N,Platform only (no shelter),Jesup,GA,31545-1300,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,No,E,Y,30,30,98,12000
JST,"Johnstown, Pennsylvania",Y,Station Building (with waiting room),Johnstown,PA,15901,United States,Mid-Atlantic,814-535-3313,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,30,30,1174,42000
JVL,"Janesville, Wisconsin",N,Station Building (with waiting room),Janesville,WI,53545-0373,United States,Central,800-747-0994,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,,,,,C,Y,30,30,890,
JXN,"Jackson, Michigan",Y,Station Building (with waiting room),Jackson,MI,49201,United States,Central,517-787-6385,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,VIA Rail Canada,E,Y,45,30,931,39569
KAL,"Kalamazoo, Michigan",Y,Station Building (with waiting room),Kalamazoo,MI,49007-3669,United States,Central,269-344-1841,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,,,,Via Rail Canada,E,Y,45,30,778,218241
KAN,"Kannapolis, North Carolina",N,Station Building (with waiting room),Kannapolis,NC,28081,United States,Southern,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,825,40223
KCY,"Kansas City, Missouri",Y,Station Building (with waiting room),Kansas City,MO,64108-2410,United States,Central,816-421-3622,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,C,Y,60,30,804,451572
KEE,"Kewanee, Illinois",N,Platform with Shelter,Kewanee,IL,61443,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,851,16000
KEL,"Kelso-Longview, Washington",N,Station Building (with waiting room),Kelso,WA,98626,United States,Pacific Northwest,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,23,22000
KFS,"Klamath Falls, Oregon",Y,Station Building (with waiting room),Klamath Falls,OR,97601-3286,United States,Pacific Northwest,541-884-2822,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,,,,Via Rail Canada,P,Y,60,30,4104,19462
KGC,"King City, California",N,Curbside Bus Stop only (no shelter),King City,CA,93930-3446,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,,,,,P,Y,30,30,304,5495
KGS,"Kingsley, Michigan",N,Curbside Bus Stop only (no shelter),Kingsley,MI,49649,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,30,30,971,
KIL,"Killeen, Texas",N,Station Building (with waiting room),Killeen,TX,76541-5231,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,846,83716
KIN,"Kingston, Rhode Island",Y,Station Building (with waiting room),West Kingston,RI,02892-1508,United States,Northeast,401-783-2913,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,45,30,117,50000
KIS,"Kissimmee, Florida",Y,Station Building (with waiting room),Kissimmee,FL,34741-5723,United States,Southern,407-933-1170,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,60,30,64,60900
KKI,"Kankakee, Illinois",N,Station Building (with waiting room),Kankakee,IL,60901-3834,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,629,101300
KLK,"Kalkaska, Michigan",N,Curbside Bus Stop only (no shelter),Kalkaska,MI,49646-8473,United States,Central,800-292-3831,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,1041,13497
KNG,"Kingman, Arizona",N,Station Building (with waiting room),Kingman,AZ,86401,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,,KGX,,,,M,N,30,30,3339,10500
KNT,"Kent Island, Maryland",N,Curbside Bus Stop only (no shelter),Grasonville,MD,21638-1030,United States,Mid-Atlantic,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,,E,Y,15,15,4,
KSM,"Kensington, Maryland",,Pseudo Station,Kensington,MD,20895,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
KTC,"Kettleman City, California",N,Curbside Bus Stop only (no shelter),Kettleman City,CA,93239,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,355,
KTF,"Kettle Falls, Washington",N,Curbside Bus Stop only (no shelter),Kettle Falls,WA,99141,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,1636,
KTR,"Kingstree, South Carolina",N,Station Building (with waiting room),Kingstree,SC,29556-3425,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,48,4200
KWD,"Kirkwood, Missouri",N,Station Building (with waiting room),Kirkwood,MO,63122-4202,United States,Central,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,637,33000
LAB,"Latrobe, Pennsylvania",N,Platform with Shelter,Latrobe,PA,15650,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,1005,11800
LAE,"La Grande, Oregon",N,Station Building (with waiting room),La Grande,OR,97850,United States,Pacific Northwest,541-963-5165,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound only,P,Y,30,30,2766,10000
LAF,"Lafayette, Indiana",N,Station Building (with waiting room),Lafayette,IN,47901-1238,United States,Central,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,E,Y,30,30,541,43764
LAG,"La Grange Road, Illinois",N,Platform with Shelter,La Grange,IL,60525,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,C,Y,30,30,640,100000
LAJ,"La Junta, Colorado",Y,Station Building (with waiting room),La Junta,CO,81050,United States,Southwest,719-384-2275,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,M,Y,60,30,4068,10000
LAK,"Lakeland, Florida",Y,Station Building (with waiting room),Lakeland,FL,33801-5036,United States,Southern,863-683-6368,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,LKX,,,Via Rail Canada,E,Y,60,30,183,90207
LAN,"L'Anse, Michigan",N,Curbside Bus Stop only (no shelter),L'Anse,MI,49946,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,15,15,613,
LAP,"La Plata, Missouri",N,Station Building (with waiting room),La Plata,MO,63549,United States,Central,660-956-0460,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,917,1445
LAS,"Las Vegas International Airport, Nevada",N,Curbside Bus Stop only (no shelter),Las Vegas,NV,89111-5000,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,,,Y,,LVX,,,,P,Y,30,30,2087,
LAU,"Laurel, Mississippi",N,Station Building (with waiting room),Laurel,MS,39440,United States,Southern,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,245,18450
LAX,"Los Angeles, California",Y,Station Building (with waiting room),Los Angeles,CA,90012-2902,United States,Southwest,213-683-6729,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,,,,Metrolink/MTA/VIA,P,Y,90,30,280,3900000
LBC,"Long Beach, California",N,Curbside Bus Stop only (no shelter),Long Beach,CA,90802-1323,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,LBX,,,,P,Y,30,30,39,417400
LBQ,"Long Beach (Queen Mary), California",N,Curbside Bus Stop only (no shelter),Long Beach,CA,90802-6331,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,LBX,,,,P,Y,30,30,16,
LCA,"La Crescenta, California",N,Curbside Bus Stop only (no shelter),La Crescenta,CA,91214,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,,,,,P,Y,30,30,1580,
LCH,"Lake Charles, Louisiana",N,Station Building (with waiting room),Lake Charles,LA,70601-2152,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,13,70224
LCN,"Lincoln, Illinois",N,Platform with Shelter,Lincoln,IL,62656,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,585,14822
LCS,"Lancaster, California",N,Platform with Shelter,Lancaster,CA,93534-3218,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,,,,,P,Y,30,30,2357,130000
LCV,"Lincolnville, Maine",N,Curbside Bus Stop only (no shelter),Lincolnville,ME,04849,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,,,,,,E,Y,30,30,12,
LDB,"Lordsburg, New Mexico",N,Platform only (no shelter),Lordsburg,NM,88045,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,Y,30,30,4250,2762
LDW,"Lindenwold, New Jersey",N,Station Building (with waiting room),Somerdale,NJ,08083,United States,Northeast,973-275-5555,N,N,N,N,N,N,N,N,Y,N,Y,N,N,,,,,,E,Y,30,30,70,
LEE,"Lee's Summit, Missouri",N,Platform with Shelter,Lee's Summit,MO,64063-2332,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,1039,28000
LEG,"Leggett, California",N,Curbside Bus Stop only (no shelter),Leggett,CA,95585-8911,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,909,
LEV,"Leavenworth (Buses), Washington",N,Curbside Bus Stop only (no shelter),Leavenworth,WA,98826,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,LWX,,,"Yes, at UPS Store",P,Y,30,30,1194,1692
LEW,"Lewistown, Pennsylvania",N,Station Building (with waiting room),Lewistown,PA,17044,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,489,11000
LEX,"Lexington, North Carolina",N,Platform only (no shelter),Lexington,NC,27292,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,751,
LFT,"Lafayette, Louisiana",N,Station Building (with waiting room),Lafayette,LA,70501-8032,United States,Southern,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,38,114214
LGO,"Lego Land, Carlsbad, California",N,Curbside Bus Stop only (no shelter),Carlsbad,CA,92008-4610,United States,Pacific,760-720-9400,N,N,N,N,N,N,N,N,N,,,,,,,,,,P,Y,30,30,122,
LGX,Legoland Admission Ticket,,Pseudo Station,Carlsbad,CA,92008,United States,,,,,,,,,,,,,,,,,,,,,,,,,,
LIB,"Libby, Montana",N,Station Building (with waiting room),Libby,MT,59923-1933,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,M,Y,30,30,2075,2626
LIV,"Livermore (Transit Center), California",N,Curbside Bus Stop only (no shelter),Livermore,CA,94550-3011,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,494,55800
LKL,"Lakeland, Florida",Y,Station Building (with waiting room),Lakeland,FL,33801-5036,United States,Southern,863-683-6368,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,,LKX,,,VIA Rail Canada,E,Y,30,30,183,90207
LLK,"Loon Lake, Washington",N,Curbside Bus Stop only (no shelter),Loon Lake,WA,99148,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,2410,
LMC,"Lemoore, California",N,Curbside Bus Stop only (no shelter),Lemoore,CA,93245-3663,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,,,,,,P,Y,30,30,228,
LMN,"Lemoore (Naval Air Station), California",N,Curbside Bus Stop only (no shelter),Lemoore,CA,93245,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,,,,,P,Y,30,30,228,
LMQ,"La Marque, Texas",N,Curbside Bus Stop only (no shelter),La Marque,TX,77568,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,15,25000
LMR,"Lamar, Colorado",N,Platform only (no shelter),Lamar,CO,81052,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,Y,30,30,3618,8869
LMY,"Lamy, New Mexico",Y,Station Building (with waiting room),Lamy,NM,87540,United States,Southwest,505-466-4511,Y,N,N,Y,N,N,N,Y,Y,Y,,,Y,,,,,Via Rail Canada,M,Y,60,30,6478,109
LNC,"Lancaster, Pennsylvania",Y,Station Building (with waiting room),Lancaster,PA,17602,United States,Mid-Atlantic,717-291-5080,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,30,30,350,56348
LNK,"Lincoln, Nebraska",Y,Station Building (with waiting room),Lincoln,NE,68508,United States,Central,402-476-1295,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,1152,200000
LNL,"Laguna Niguel/Mission Viejo, California",N,Platform with Shelter,Laguna Niguel,CA,92677,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,,,,,,P,Y,15,15,243,
LNN,"Lincoln, New Hampshire",N,Curbside Bus Stop only (no shelter),Lincoln,NH,03251,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,,,,,,,E,Y,30,30,767,
LNS,"East Lansing, Michigan",Y,Station Building (with waiting room),East Lansing,MI,48823-5223,United States,Central,517-332-5051,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,,,,Via Rail Canada,E,Y,30,30,850,47542
LNV,"Laughlin, Nevada",N,Curbside Bus Stop only (no shelter),Laughlin,NV,89029-1519,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,599,
LOD,"Lodi, California",N,Station Building (with waiting room),Lodi,CA,95240,United States,Pacific,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,50,
LOM,"Lompoc, California",N,Curbside Bus Stop only (no shelter),Lompoc,CA,93436,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,LPX,,,,P,Y,30,30,104,41900
LOR,"Lorton (Auto Train), Virginia",Y,Station Building (with waiting room),Lorton,VA,22079,United States,Southern,703-690-3615,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,120,120,85,
LPD,"Lake Placid, New York",N,Curbside Bus Stop only (no shelter),Lake Placid,NY,12946,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,,E,Y,30,30,1904,
LPE,"Lapeer, Michigan",N,Station Building (with waiting room),Lapeer,MI,48446-2515,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,No,E,Y,30,30,823,6272
LPN,"La Pine, Oregon",N,Curbside Bus Stop only (no shelter),La Pine,OR,97739,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,4234,
LPS,"Lompoc-Surf, California",N,Platform with Shelter,Surf,CA,93437,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,LPX,,,,P,Y,30,30,45,
LQT,"La Quinta, California",N,Curbside Bus Stop only (no shelter),La Quinta,CA,92253,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,74,44704
LRC,"Lawrence, Kansas",N,Station Building (with waiting room),Lawrence,KS,66044,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,828,87643
LRK,"Little Rock, Arkansas",Y,Station Building (with waiting room),Little Rock,AR,72201,United States,Central,501-372-6841,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,268,183133
LRM,"Laurel, Maryland",,Pseudo Station,Laurel,MD,20707,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
LRT,"Laurel Racetrack, Maryland",,Pseudo Station,Laurel,MD,20725,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
LSE,"La Crosse, Wisconsin",Y,Station Building (with waiting room),La Crosse,WI,54601,United States,Central,608-782-6462,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,C,Y,60,30,655,50902
LSV,"Las Vegas, New Mexico",N,Station Building (with waiting room),Las Vegas,NM,87701,United States,Southwest,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,Y,30,30,6406,13000
LTL,"Littleton, New Hampshire",N,Curbside Bus Stop only (no shelter),Littleton,NH,03561-4118,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,,,,,E,Y,30,30,929,
LTM,"Lathrop/Manteca, California",N,Platform with Shelter,Manteca,CA,95330,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,Y,,,,,,,P,Y,15,15,27,
LTR,"Littlerock, California",N,Curbside Bus Stop only (no shelter),Littlerock,CA,93543-3034,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,2896,
LTV,"Laytonville, California",N,Curbside Bus Stop only (no shelter),Laytonville,CA,95454,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,1658,1096
LVL,"Louisville, Kentucky",N,Station Building (with waiting room),Louisville,KY,40203-1917,United States,Central,502-561-2805,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,Greyhound,E,Y,30,30,457,283900
LVN,"Lee Vining, California",N,Curbside Bus Stop only (no shelter),Lee Vining,CA,95541,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,15,15,6792,
LVS,"Las Vegas (Downtown), Nevada",N,Station Building (with waiting room),Las Vegas,NV,89101-6357,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,,Y,Y,,LVX,,,Greyhound,P,Y,30,30,2025,
LVW,"Longview, Texas",Y,Station Building (with waiting room),Longview,TX,75602,United States,Southwest,903-758-0902,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,,,,,,Via Rail Canada,C,Y,60,30,332,76524
LWA,"Leavenworth (Trains), Washington",N,Platform with Shelter,Leavenworth,WA,98826,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,,,,,LWX,,,,P,Y,30,30,1243,
LWN,"Lewiston, Idaho",N,Curbside Bus Stop only (no shelter),Lewiston,ID,83501-1617,United States,Pacific Northwest,208-746-8108,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Northwestern Trlways,P,Y,30,30,753,28100
LYH,"Lynchburg, Virginia",Y,Station Building (with waiting room),Lynchburg,VA,24501-1303,United States,Southern,434-847-8247,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,E,Y,45,30,706,67720
MAC,"Macomb, Illinois",N,Station Building (with waiting room),Macomb,IL,61455-7321,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,C,Y,30,30,703,18400
MAK,"Mackinaw City, Michigan",N,Curbside Bus Stop only (no shelter),Mackinaw City,MI,49701,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,,E,Y,30,30,590,875
MAL,"Malta, Montana",N,Station Building (with waiting room),Malta,MT,59538-1732,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,M,Y,30,30,2254,2120
MAR,"Marceline, Missouri",N,Platform only (no shelter),Marceline,MO,64658,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,,,,,,,,,C,Y,30,30,862,
MAT,"Mattoon, Illinois",N,Station Building (with waiting room),Mattoon,IL,61938-3920,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,732,19200
MAY,"Maysville,  Kentucky",N,Station Building (with waiting room),Maysville,KY,41056,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,505,9179
MCA,"McCall, Idaho",N,Curbside Bus Stop only (no shelter),McCall,ID,83638-4408,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Bus tickets only.,P,Y,30,30,5048,2188
MCB,"McComb, Mississippi",N,Station Building (with waiting room),McComb,MS,39648,United States,Southern,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,405,13607
MCD,"Merced, California",Y,Station Building (with waiting room),Merced,CA,95340,United States,Pacific,209-722-6862,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,,,,Via Rail Canada,P,Y,60,30,172,76313
MCG,"McGregor, Texas",N,Station Building (with waiting room),McGregor,TX,76657,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,711,4845
MCI,"Michigan City, Indiana",N,Platform only (no shelter),Michigan City,IN,46360-3246,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,599,70000
MCK,"McCook, Nebraska",N,Station Building (with waiting room),McCook,NE,69001-3779,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,2512,8400
MCY,"Monocacy (Frederick), Maryland",,Pseudo Station,Frederick,MD,21704,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
MDN,"Meriden, Connecticut",Y,Station Building (with waiting room),Meriden,CT,06450,United States,Northeast,203-235-3402,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Shoreline East / Via,E,Y,30,30,143,57000
MDP,"Midpines, California",N,Curbside Bus Stop only (no shelter),Midpines,CA,95345,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,2577,
MDR,"Madera, California",N,Platform only (no shelter),Madera,CA,93638,United States,Pacific,559-661-0935,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,289,54959
MDS,"Madison, Connecticut",,Pseudo Station,Madison,CT,06443,,Shore Line East,203-777-7433,,N,,,,,,,,,,,,,,,,,E,Y,,,,
MDT,"Mendota, Illinois",N,Station Building (with waiting room),Mendota,IL,61342,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,,C,Y,30,30,742,7072
MEE,"Monroe (Eastbound), Washington",N,Curbside Bus Stop only (no shelter),Monroe,WA,98272,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,MEX,,,,P,Y,15,15,79,4278
MEI,"Meridian, Mississippi",Y,Station Building (with waiting room),Meridian,MS,39301,United States,Southern,601-693-6471,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,C,Y,60,30,336,38200
MEM,"Memphis, Tennessee",Y,Station Building (with waiting room),Memphis,TN,38103,United States,Central,901-526-0052,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,45,258,670900
MET,"Metropark (Iselin), New Jersey",Y,Station Building (with waiting room),Iselin,NJ,08830-2707,United States,Northeast,973-275-5555,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,,,,NJ Transit,E,Y,30,30,59,22548
MEW,"Monroe (Westbound), Washington",N,Curbside Bus Stop only (no shelter),Monroe,WA,98272,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,MEX,,,,P,Y,30,30,81,4278
MFR,"Medford, Oregon",N,Station Building (with waiting room),Medford,OR,97501,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,,,,"RVTD, Greyhound",P,Y,30,30,1379,17000
MGP,"Mangonia Park, Florida",N,Platform with Shelter,West Palm Beach,FL,33407,United States,Southern,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,Y,,,,,,,,E,Y,30,60,17,
MHC,"Morgan Hill, California",N,Platform with Shelter,Morgan Hill,CA,95037-3617,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,,Y,,Y,,,,,,P,Y,15,15,353,
MHL,"Marshall, Texas",Y,Station Building (with waiting room),Marshall,TX,75670-5330,United States,Southwest,903-927-2442,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,370,23965
MHT,"Manchester, New Hampshire",N,Curbside Bus Stop only (no shelter),Manchester,NH,03101-2333,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,Boston Coach,E,Y,30,30,175,
MIA,"Miami, Florida",Y,Station Building (with waiting room),Miami,FL,33147,United States,Southern,305-835-1223,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,,,,Via Rail Canada,E,Y,60,30,4,404500
MID,"Middletown, Pennsylvania",N,Platform with Shelter,Middletown,PA,17057,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,303,8858
MIN,"Mineola, Texas",N,Platform with Shelter,Mineola,TX,75773-2453,United States,Southwest,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,411,5091
MJY,"Mount Joy, Pennsylvania",N,Platform with Shelter,Mount Joy,PA,17552,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,366,7056
MKA,"Milwaukee (General Mitchell Intl Airport), Wisconsin",N,Station Building (with waiting room),Milwaukee,WI,53221,United States,Central,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,,N,N,,,,,,C,Y,30,30,729,573358
MKE,"Milwaukee (Intermodal Station), Wisconsin",Y,Station Building (with waiting room),Milwaukee,WI,53203,United States,Central,414-271-0840,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,,,,Via Rail Canda,C,Y,60,30,587,604477
